timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
27.700;f_0.0;38.54;-0.04;17.07
27.700;f_1.75;21.45;0.00;-7.83
27.700;f_3.77;17.14;0.00;28.84
27.700;f_1.76;21.67;0.00;-15.00
27.700;f_3.79;16.75;0.00;41.96
27.700;f_1.80;28.54;0.00;-30.43
27.700;f_1.77;21.89;0.00;-22.18
27.700;f_2.87;68.47;0.00;22.94
27.700;f_1.78;26.11;0.00;-17.79
27.700;f_1.74;21.23;0.00;-0.65
27.700;f_1.79;25.18;0.00;-25.00
27.700;f_3.78;16.95;0.00;35.40
27.700;f_2.86;26.39;0.00;30.29
27.700;f_3.81;11.66;0.00;53.28
27.700;f_3.80;16.56;0.00;48.52
27.800;f_0.0;38.54;-0.04;17.07
27.800;f_1.75;21.45;0.00;-7.83
27.800;f_3.77;17.14;0.00;28.84
27.800;f_1.76;21.67;0.00;-15.00
27.800;f_3.79;16.75;0.00;41.96
27.800;f_1.80;28.54;0.00;-30.43
27.800;f_1.77;21.89;0.00;-22.18
27.800;f_2.87;68.10;0.00;22.93
27.800;f_1.78;26.11;0.00;-17.79
27.800;f_1.74;21.23;0.00;-0.65
27.800;f_1.79;25.18;0.00;-25.00
27.800;f_3.78;16.95;0.00;35.40
27.800;f_2.86;26.37;0.00;30.88
27.800;f_3.81;11.66;0.00;53.28
27.800;f_3.80;16.56;0.00;48.52
27.900;f_0.0;38.54;-0.04;17.07
27.900;f_1.75;21.45;0.00;-7.83
27.900;f_3.77;17.14;0.00;28.84
27.900;f_1.76;21.67;0.00;-15.00
27.900;f_3.79;16.75;0.00;41.96
27.900;f_1.80;28.54;0.00;-30.43
27.900;f_1.77;21.89;0.00;-22.18
27.900;f_2.87;67.71;0.00;22.93
27.900;f_1.78;26.11;0.00;-17.79
27.900;f_1.74;21.23;0.00;-0.65
27.900;f_1.79;25.18;0.00;-25.00
27.900;f_3.78;16.95;0.00;35.40
27.900;f_2.86;26.36;0.00;31.50
27.900;f_3.81;11.66;0.00;53.28
27.900;f_3.80;16.56;0.00;48.52
28.000;f_0.0;38.54;-0.04;17.07
28.000;f_1.75;21.45;0.00;-7.83
28.000;f_3.77;17.14;0.00;28.84
28.000;f_1.76;21.67;0.00;-15.00
28.000;f_3.79;16.75;0.00;41.96
28.000;f_1.80;28.54;0.00;-30.43
28.000;f_1.77;21.89;0.00;-22.18
28.000;f_2.87;67.30;0.00;22.92
28.000;f_1.78;26.11;0.00;-17.79
28.000;f_1.74;21.23;0.00;-0.65
28.000;f_1.79;25.18;0.00;-25.00
28.000;f_3.78;16.95;0.00;35.40
28.000;f_2.86;26.36;0.00;32.13
28.000;f_3.81;11.66;0.00;53.28
28.000;f_3.80;16.56;0.00;48.52
28.100;f_0.0;38.54;-0.04;17.07
28.100;f_1.75;21.45;0.00;-7.83
28.100;f_3.77;17.14;0.00;28.84
28.100;f_1.76;21.67;0.00;-15.00
28.100;f_3.79;16.75;0.00;41.96
28.100;f_1.80;28.54;0.00;-30.43
28.100;f_1.77;21.89;0.00;-22.18
28.100;f_2.87;66.86;0.00;22.91
28.100;f_1.78;26.11;0.00;-17.79
28.100;f_1.74;21.23;0.00;-0.65
28.100;f_1.79;25.18;0.00;-25.00
28.100;f_3.78;16.95;0.00;35.40
28.100;f_2.86;26.37;0.00;32.78
28.100;f_3.81;11.66;0.00;53.28
28.100;f_3.80;16.56;0.00;48.52
28.200;f_0.0;38.54;-0.04;17.07
28.200;f_1.75;21.45;0.00;-7.83
28.200;f_3.77;17.14;0.00;28.84
28.200;f_1.76;21.67;0.00;-15.00
28.200;f_3.79;16.75;0.00;41.96
28.200;f_1.80;28.54;0.00;-30.43
28.200;f_1.77;21.89;0.00;-22.18
28.200;f_2.87;66.41;0.00;22.90
28.200;f_1.78;26.11;0.00;-17.79
28.200;f_1.74;21.23;0.00;-0.65
28.200;f_1.79;25.18;0.00;-25.00
28.200;f_3.78;16.95;0.00;35.40
28.200;f_2.86;26.37;0.00;33.45
28.200;f_3.81;11.66;0.00;53.28
28.200;f_3.80;16.56;0.00;48.52
28.300;f_0.0;38.54;-0.04;17.07
28.300;f_1.75;21.45;0.00;-7.83
28.300;f_3.77;17.14;0.00;28.84
28.300;f_1.76;21.67;0.00;-15.00
28.300;f_3.79;16.75;0.00;41.96
28.300;f_1.80;28.54;0.00;-30.43
28.300;f_1.77;21.89;0.00;-22.18
28.300;f_2.87;65.94;0.00;22.89
28.300;f_1.78;26.11;0.00;-17.79
28.300;f_1.74;21.23;0.00;-0.65
28.300;f_1.79;25.18;0.00;-25.00
28.300;f_3.78;16.95;0.00;35.40
28.300;f_2.86;26.38;0.00;34.14
28.300;f_3.81;11.66;0.00;53.28
28.300;f_3.80;16.56;0.00;48.52
28.400;f_0.0;38.54;-0.04;17.07
28.400;f_1.75;21.45;0.00;-7.83
28.400;f_3.77;17.14;0.00;28.84
28.400;f_1.76;21.67;0.00;-15.00
28.400;f_3.79;16.75;0.00;41.96
28.400;f_1.80;28.54;0.00;-30.43
28.400;f_1.77;21.89;0.00;-22.18
28.400;f_2.87;65.45;0.00;22.88
28.400;f_1.78;26.11;0.00;-17.79
28.400;f_1.74;21.23;0.00;-0.65
28.400;f_1.79;25.18;0.00;-25.00
28.400;f_3.78;16.95;0.00;35.40
28.400;f_2.86;26.38;0.00;34.85
28.400;f_3.81;11.66;0.00;53.28
28.400;f_3.80;16.56;0.00;48.52
28.500;f_0.0;38.54;-0.04;17.07
28.500;f_1.75;21.45;0.00;-7.83
28.500;f_3.77;17.14;0.00;28.84
28.500;f_1.76;21.67;0.00;-15.00
28.500;f_3.79;16.75;0.00;41.96
28.500;f_1.80;28.54;0.00;-30.43
28.500;f_1.77;21.89;0.00;-22.18
28.500;f_2.87;64.94;0.00;22.87
28.500;f_1.78;26.11;0.00;-17.79
28.500;f_1.74;21.23;0.00;-0.65
28.500;f_1.79;25.18;0.00;-25.00
28.500;f_3.78;16.95;0.00;35.40
28.500;f_2.86;26.37;0.00;35.58
28.500;f_3.81;11.66;0.00;53.28
28.500;f_3.80;16.56;0.00;48.52
28.600;f_0.0;38.54;-0.04;17.07
28.600;f_1.75;21.45;0.00;-7.83
28.600;f_3.77;17.14;0.00;28.84
28.600;f_1.76;21.67;0.00;-15.00
28.600;f_3.79;16.75;0.00;41.96
28.600;f_1.80;28.54;0.00;-30.43
28.600;f_1.77;21.89;0.00;-22.18
28.600;f_2.87;64.41;0.00;22.86
28.600;f_1.78;26.11;0.00;-17.79
28.600;f_1.74;21.23;0.00;-0.65
28.600;f_1.79;25.18;0.00;-25.00
28.600;f_3.78;16.95;0.00;35.40
28.600;f_2.86;26.37;0.00;36.33
28.600;f_3.81;11.66;0.00;53.28
28.600;f_3.80;16.56;0.00;48.52
28.700;f_0.0;38.54;-0.04;17.07
28.700;f_1.75;21.45;0.00;-7.83
28.700;f_3.77;17.14;0.00;28.84
28.700;f_1.76;21.67;0.00;-15.00
28.700;f_3.79;16.75;0.00;41.96
28.700;f_1.80;28.54;0.00;-30.43
28.700;f_1.77;21.89;0.00;-22.18
28.700;f_2.87;63.87;0.00;22.85
28.700;f_1.78;26.11;0.00;-17.79
28.700;f_1.74;21.23;0.00;-0.65
28.700;f_1.79;25.18;0.00;-25.00
28.700;f_3.78;16.95;0.00;35.40
28.700;f_2.86;26.36;0.00;37.10
28.700;f_3.81;11.66;0.00;53.28
28.700;f_3.80;16.56;0.00;48.52
28.800;f_0.0;38.54;-0.04;17.07
28.800;f_1.75;21.45;0.00;-7.83
28.800;f_3.77;17.14;0.00;28.84
28.800;f_1.76;21.67;0.00;-15.00
28.800;f_3.79;16.75;0.00;41.96
28.800;f_1.80;28.54;0.00;-30.43
28.800;f_1.77;21.89;0.00;-22.18
28.800;f_2.87;63.31;0.00;22.84
28.800;f_1.78;26.11;0.00;-17.79
28.800;f_1.74;21.23;0.00;-0.65
28.800;f_1.79;25.18;0.00;-25.00
28.800;f_3.78;16.95;0.00;35.40
28.800;f_2.86;26.35;0.00;37.89
28.800;f_3.81;11.66;0.00;53.28
28.800;f_3.80;16.56;0.00;48.52
28.900;f_0.0;38.54;-0.04;17.07
28.900;f_1.75;21.45;0.00;-7.83
28.900;f_3.77;17.14;0.00;28.84
28.900;f_1.76;21.67;0.00;-15.00
28.900;f_3.79;16.75;0.00;41.96
28.900;f_1.80;28.54;0.00;-30.43
28.900;f_1.77;21.89;0.00;-22.18
28.900;f_2.87;62.71;0.00;22.83
28.900;f_1.78;26.11;0.00;-17.79
28.900;f_1.74;21.23;0.00;-0.65
28.900;f_1.79;25.18;0.00;-25.00
28.900;f_3.78;16.95;0.00;35.40
28.900;f_2.86;26.34;0.00;38.72
28.900;f_3.81;11.66;0.00;53.28
28.900;f_3.80;16.56;0.00;48.52
29.000;f_0.0;38.54;-0.04;17.07
29.000;f_1.75;21.45;0.00;-7.83
29.000;f_3.77;17.14;0.00;28.84
29.000;f_1.76;21.67;0.00;-15.00
29.000;f_3.79;16.75;0.00;41.96
29.000;f_1.80;28.54;0.00;-30.43
29.000;f_1.77;21.89;0.00;-22.18
29.000;f_2.87;62.11;0.00;22.82
29.000;f_1.78;26.11;0.00;-17.79
29.000;f_1.74;21.23;0.00;-0.65
29.000;f_1.79;25.18;0.00;-25.00
29.000;f_3.78;16.95;0.00;35.40
29.000;f_2.86;26.33;0.00;39.55
29.000;f_3.81;11.66;0.00;53.28
29.000;f_3.80;16.56;0.00;48.52
29.100;f_0.0;38.54;-0.04;17.07
29.100;f_1.75;21.45;0.00;-7.83
29.100;f_3.77;17.14;0.00;28.84
29.100;f_1.76;21.67;0.00;-15.00
29.100;f_3.79;16.75;0.00;41.96
29.100;f_1.80;28.54;0.00;-30.43
29.100;f_1.77;21.89;0.00;-22.18
29.100;f_2.87;61.48;0.00;22.81
29.100;f_1.78;26.11;0.00;-17.79
29.100;f_1.74;21.23;0.00;-0.65
29.100;f_1.79;25.18;0.00;-25.00
29.100;f_3.78;16.95;0.00;35.40
29.100;f_2.86;26.31;0.00;40.40
29.100;f_3.81;11.66;0.00;53.28
29.100;f_3.80;16.56;0.00;48.52
29.200;f_0.0;38.54;-0.04;17.07
29.200;f_1.75;21.45;0.00;-7.83
29.200;f_3.77;17.14;0.00;28.84
29.200;f_1.76;21.67;0.00;-15.00
29.200;f_3.79;16.75;0.00;41.96
29.200;f_1.80;28.54;0.00;-30.43
29.200;f_1.77;21.89;0.00;-22.18
29.200;f_2.87;60.84;0.00;22.80
29.200;f_1.78;26.11;0.00;-17.79
29.200;f_1.74;21.23;0.00;-0.65
29.200;f_1.79;25.18;0.00;-25.00
29.200;f_3.78;16.95;0.00;35.40
29.200;f_2.86;26.29;0.00;41.26
29.200;f_3.81;11.66;0.00;53.28
29.200;f_3.80;16.56;0.00;48.52
29.300;f_0.0;38.54;-0.04;17.07
29.300;f_1.75;21.45;0.00;-7.83
29.300;f_3.77;17.14;0.00;28.84
29.300;f_1.76;21.67;0.00;-15.00
29.300;f_3.79;16.75;0.00;41.96
29.300;f_1.80;28.54;0.00;-30.43
29.300;f_1.77;21.89;0.00;-22.18
29.300;f_2.87;60.18;0.00;22.78
29.300;f_1.78;26.11;0.00;-17.79
29.300;f_1.74;21.23;0.00;-0.65
29.300;f_1.79;25.18;0.00;-25.00
29.300;f_3.78;16.95;0.00;35.40
29.300;f_2.86;26.28;0.00;42.14
29.300;f_3.81;11.66;0.00;53.28
29.300;f_3.80;16.56;0.00;48.52
29.400;f_0.0;38.54;-0.04;17.07
29.400;f_1.75;21.45;0.00;-7.83
29.400;f_3.77;17.14;0.00;28.84
29.400;f_1.76;21.67;0.00;-15.00
29.400;f_3.79;16.75;0.00;41.96
29.400;f_1.80;28.54;0.00;-30.43
29.400;f_1.77;21.89;0.00;-22.18
29.400;f_2.87;59.49;0.00;22.77
29.400;f_1.78;26.11;0.00;-17.79
29.400;f_1.74;21.23;0.00;-0.65
29.400;f_1.79;25.18;0.00;-25.00
29.400;f_3.78;16.95;0.00;35.40
29.400;f_2.86;26.26;0.00;43.05
29.400;f_3.81;11.66;0.00;53.28
29.400;f_3.80;16.56;0.00;48.52
29.500;f_0.0;38.54;-0.04;17.07
29.500;f_1.75;21.45;0.00;-7.83
29.500;f_3.77;17.14;0.00;28.84
29.500;f_1.76;21.67;0.00;-15.00
29.500;f_3.79;16.75;0.00;41.96
29.500;f_1.80;28.54;0.00;-30.43
29.500;f_1.77;21.89;0.00;-22.18
29.500;f_2.87;58.79;0.00;22.76
29.500;f_1.78;26.11;0.00;-17.79
29.500;f_1.74;21.23;0.00;-0.65
29.500;f_1.79;25.18;0.00;-25.00
29.500;f_3.78;16.95;0.00;35.40
29.500;f_2.86;26.24;0.00;43.97
29.500;f_3.81;11.66;0.00;53.28
29.500;f_3.80;16.56;0.00;48.52
29.600;f_0.0;38.54;-0.04;17.07
29.600;f_1.75;21.45;0.00;-7.83
29.600;f_3.77;17.14;0.00;28.84
29.600;f_1.76;21.67;0.00;-15.00
29.600;f_3.79;16.75;0.00;41.96
29.600;f_1.80;28.54;0.00;-30.43
29.600;f_1.77;21.89;0.00;-22.18
29.600;f_2.87;58.07;0.00;22.74
29.600;f_1.78;26.11;0.00;-17.79
29.600;f_1.74;21.23;0.00;-0.64
29.600;f_1.79;25.18;0.00;-25.00
29.600;f_3.78;16.95;0.00;35.40
29.600;f_2.86;26.22;0.00;44.91
29.600;f_3.81;11.66;0.00;53.28
29.600;f_3.80;16.56;0.00;48.52
29.700;f_0.0;38.54;-0.04;17.07
29.700;f_1.75;21.45;0.00;-7.83
29.700;f_3.77;17.14;0.00;28.80
29.700;f_1.76;21.67;0.00;-15.00
29.700;f_3.79;16.75;0.00;41.96
29.700;f_1.80;28.54;0.00;-30.43
29.700;f_1.77;21.89;0.00;-22.18
29.700;f_2.87;57.32;0.00;22.73
29.700;f_1.78;26.11;0.00;-17.79
29.700;f_1.74;21.23;0.00;-0.61
29.700;f_1.79;25.18;0.00;-25.00
29.700;f_3.78;16.95;0.00;35.40
29.700;f_2.86;26.19;0.00;45.90
29.700;f_3.81;11.66;0.00;53.28
29.700;f_3.80;16.56;0.00;48.52
29.800;f_0.0;38.54;-0.04;17.07
29.800;f_1.75;21.45;0.00;-7.82
29.800;f_3.77;17.15;0.00;28.74
29.800;f_1.76;21.67;0.00;-15.00
29.800;f_3.79;16.75;0.00;41.96
29.800;f_1.80;28.54;0.00;-30.43
29.800;f_1.77;21.89;0.00;-22.18
29.800;f_2.87;56.56;0.00;22.72
29.800;f_1.78;26.11;0.00;-17.79
29.800;f_1.74;21.22;0.00;-0.55
29.800;f_1.79;25.18;0.00;-25.00
29.800;f_3.78;16.95;0.00;35.40
29.800;f_2.86;26.17;0.00;46.88
29.800;f_3.81;11.66;0.00;53.28
29.800;f_3.80;16.56;0.00;48.52
29.900;f_0.0;38.54;-0.04;17.07
29.900;f_1.75;21.45;0.00;-7.81
29.900;f_3.77;17.16;0.00;28.66
29.900;f_1.76;21.67;0.00;-15.00
29.900;f_3.79;16.75;0.00;41.96
29.900;f_1.80;28.54;0.00;-30.43
29.900;f_1.77;21.89;0.00;-22.18
29.900;f_2.87;55.79;0.00;22.70
29.900;f_1.78;26.11;0.00;-17.79
29.900;f_1.74;21.22;0.00;-0.47
29.900;f_1.79;25.18;0.00;-25.00
29.900;f_3.78;16.95;0.00;35.39
29.900;f_2.86;26.14;0.00;47.88
29.900;f_3.81;11.66;0.00;53.28
29.900;f_3.80;16.56;0.00;48.52
30.000;f_0.0;38.54;-0.04;17.07
30.000;f_1.75;21.45;0.00;-7.79
30.000;f_3.77;17.17;0.00;28.56
30.000;f_1.76;21.67;0.00;-15.00
30.000;f_3.79;16.75;0.00;41.96
30.000;f_1.80;28.54;0.00;-30.43
30.000;f_1.77;21.89;0.00;-22.18
30.000;f_2.87;55.00;0.00;22.69
30.000;f_1.78;26.11;0.00;-17.79
30.000;f_1.74;21.22;0.00;-0.36
30.000;f_1.79;25.18;0.00;-25.00
30.000;f_3.78;16.95;0.00;35.37
30.000;f_2.86;26.12;0.00;48.89
30.000;f_3.81;11.66;0.00;53.28
30.000;f_3.80;16.56;0.00;48.52
30.100;f_0.0;38.54;-0.04;17.07
30.100;f_1.75;21.44;0.00;-7.76
30.100;f_3.77;17.18;0.00;28.43
30.100;f_1.76;21.67;0.00;-15.00
30.100;f_3.79;16.76;0.00;41.95
30.100;f_1.80;28.54;0.00;-30.43
30.100;f_1.77;21.89;0.00;-22.18
30.100;f_2.87;54.19;0.00;22.67
30.100;f_1.78;26.11;0.00;-17.79
30.100;f_1.74;21.21;0.00;-0.24
30.100;f_1.79;25.18;0.00;-25.00
30.100;f_3.78;16.96;0.00;35.34
30.100;f_2.86;26.09;0.00;49.92
30.100;f_3.81;11.66;0.00;53.28
30.100;f_3.80;16.56;0.00;48.52
30.200;f_0.0;38.54;-0.04;17.07
30.200;f_1.75;21.44;0.00;-7.72
30.200;f_3.77;17.20;0.00;28.27
30.200;f_1.76;21.66;0.00;-14.99
30.200;f_3.79;16.76;0.00;41.95
30.200;f_1.80;28.54;0.00;-30.43
30.200;f_1.77;21.89;0.00;-22.18
30.200;f_2.87;53.36;0.00;22.66
30.200;f_1.78;26.11;0.00;-17.79
30.200;f_1.74;21.20;0.00;-0.09
30.200;f_1.79;25.18;0.00;-25.00
30.200;f_3.78;16.97;0.00;35.29
30.200;f_2.86;26.06;0.00;50.97
30.200;f_3.81;11.66;0.00;53.28
30.200;f_3.80;16.56;0.00;48.52
30.300;f_0.0;38.54;-0.04;17.07
30.300;f_1.75;21.43;0.00;-7.66
30.300;f_3.77;17.21;0.00;28.10
30.300;f_1.76;21.66;0.00;-14.99
30.300;f_3.79;16.76;0.00;41.94
30.300;f_1.80;28.54;0.00;-30.43
30.300;f_1.77;21.89;0.00;-22.18
30.300;f_2.87;52.51;0.00;22.64
30.300;f_1.78;26.11;0.00;-17.79
30.300;f_1.74;21.19;0.00;0.09
30.300;f_1.79;25.18;0.00;-25.00
30.300;f_3.78;16.98;0.00;35.23
30.300;f_2.86;26.04;0.00;52.01
30.300;f_3.81;11.66;0.00;53.28
30.300;f_3.80;16.56;0.00;48.52
30.400;f_0.0;38.54;-0.04;17.07
30.400;f_1.75;21.43;0.00;-7.58
30.400;f_3.77;17.23;0.00;27.89
30.400;f_1.76;21.65;0.00;-14.97
30.400;f_3.79;16.77;0.00;41.93
30.400;f_1.80;28.54;0.00;-30.43
30.400;f_1.77;21.88;0.00;-22.18
30.400;f_2.87;51.64;0.00;22.62
30.400;f_1.78;26.11;0.00;-17.79
30.400;f_1.74;21.18;0.00;0.28
30.400;f_1.79;25.18;0.00;-25.00
30.400;f_3.78;17.00;0.00;35.16
30.400;f_2.86;26.01;0.00;53.05
30.400;f_3.81;11.66;0.00;53.28
30.400;f_3.80;16.56;0.00;48.52
30.500;f_0.0;38.54;-0.04;17.07
30.500;f_1.75;21.42;0.00;-7.49
30.500;f_3.77;17.24;0.00;27.67
30.500;f_1.76;21.65;0.00;-14.95
30.500;f_3.79;16.78;0.00;41.91
30.500;f_1.80;28.54;0.00;-30.43
30.500;f_1.77;21.88;0.00;-22.18
30.500;f_2.87;50.76;0.00;22.61
30.500;f_1.78;26.11;0.00;-17.79
30.500;f_1.74;21.17;0.00;0.49
30.500;f_1.79;25.18;0.00;-25.00
30.500;f_3.78;17.02;0.00;35.06
30.500;f_2.86;25.98;0.00;54.09
30.500;f_3.81;11.66;0.00;53.28
30.500;f_3.80;16.56;0.00;48.51
30.600;f_0.0;38.54;-0.04;17.07
30.600;f_1.75;21.41;0.00;-7.39
30.600;f_3.77;17.27;0.00;27.44
30.600;f_1.76;21.64;0.00;-14.92
30.600;f_3.79;16.79;0.00;41.88
30.600;f_1.80;28.54;0.00;-30.43
30.600;f_1.77;21.88;0.00;-22.17
30.600;f_2.87;49.88;0.00;22.59
30.600;f_1.78;26.11;0.00;-17.79
30.600;f_1.74;21.16;0.00;0.71
30.600;f_1.79;25.18;0.00;-25.00
30.600;f_3.78;17.04;0.00;34.96
30.600;f_2.86;25.95;0.00;55.11
30.600;f_3.81;11.66;0.00;53.28
30.600;f_3.80;16.57;0.00;48.51
30.700;f_0.0;38.54;-0.04;17.07
30.700;f_1.75;21.40;0.00;-7.27
30.700;f_3.77;17.29;0.00;27.19
30.700;f_1.76;21.62;0.00;-14.89
30.700;f_3.79;16.81;0.00;41.84
30.700;f_1.80;28.54;0.00;-30.43
30.700;f_1.77;21.88;0.00;-22.17
30.700;f_2.87;48.97;0.00;22.57
30.700;f_1.78;26.11;0.00;-17.79
30.700;f_1.74;21.14;0.00;0.96
30.700;f_1.79;25.18;0.00;-25.00
30.700;f_3.78;17.06;0.00;34.83
30.700;f_2.86;25.92;0.00;56.13
30.700;f_3.81;11.66;0.00;53.28
30.700;f_3.80;16.57;0.00;48.50
30.800;f_0.0;38.54;-0.04;17.07
30.800;f_1.75;21.39;0.00;-7.12
30.800;f_3.77;17.33;0.00;26.92
30.800;f_1.76;21.60;0.00;-14.84
30.800;f_3.79;16.83;0.00;41.79
30.800;f_1.80;28.54;0.00;-30.43
30.800;f_1.77;21.87;0.00;-22.16
30.800;f_2.87;48.02;0.00;22.56
30.800;f_1.78;26.11;0.00;-17.79
30.800;f_1.74;21.11;0.00;1.23
30.800;f_1.79;25.18;0.00;-25.00
30.800;f_3.78;17.08;0.00;34.69
30.800;f_2.86;25.89;0.00;57.18
30.800;f_3.81;11.66;0.00;53.28
30.800;f_3.80;16.58;0.00;48.49
30.900;f_0.0;38.54;-0.04;17.07
30.900;f_1.75;21.38;0.00;-6.96
30.900;f_3.77;17.37;0.00;26.61
30.900;f_1.76;21.58;0.00;-14.77
30.900;f_3.79;16.86;0.00;41.73
30.900;f_1.80;28.54;0.00;-30.43
30.900;f_1.77;21.86;0.00;-22.14
30.900;f_2.87;47.05;0.00;22.54
30.900;f_1.78;26.11;0.00;-17.79
30.900;f_1.74;21.08;0.00;1.54
30.900;f_1.79;25.18;0.00;-25.00
30.900;f_3.78;17.10;0.00;34.53
30.900;f_3.81;11.66;0.00;53.28
30.900;f_3.80;16.59;0.00;48.48
31.000;f_0.0;38.54;-0.04;17.07
31.000;f_1.75;21.36;0.00;-6.78
31.000;f_3.77;17.41;0.00;26.28
31.000;f_1.76;21.56;0.00;-14.70
31.000;f_3.79;16.89;0.00;41.66
31.000;f_1.80;28.54;0.00;-30.43
31.000;f_1.77;21.85;0.00;-22.12
31.000;f_2.87;46.05;0.00;22.52
31.000;f_1.78;26.11;0.00;-17.79
31.000;f_1.74;21.04;0.00;1.87
31.000;f_1.79;25.18;0.00;-25.00
31.000;f_3.78;17.13;0.00;34.34
31.000;f_3.81;11.66;0.00;53.28
31.000;f_3.80;16.60;0.00;48.46
31.100;f_0.0;38.54;-0.04;17.07
31.100;f_1.75;21.35;0.00;-6.57
31.100;f_3.77;17.47;0.00;25.93
31.100;f_1.76;21.53;0.00;-14.61
31.100;f_3.79;16.92;0.00;41.58
31.100;f_1.80;28.54;0.00;-30.43
31.100;f_1.77;21.84;0.00;-22.10
31.100;f_2.87;45.03;0.00;22.50
31.100;f_1.78;26.11;0.00;-17.79
31.100;f_1.74;20.99;0.00;2.22
31.100;f_1.79;25.18;0.00;-25.00
31.100;f_3.78;17.15;0.00;34.13
31.100;f_3.81;11.66;0.00;53.28
31.100;f_3.80;16.62;0.00;48.44
31.200;f_0.0;38.54;-0.04;17.07
31.200;f_1.75;21.33;0.00;-6.35
31.200;f_3.77;17.53;0.00;25.55
31.200;f_1.76;21.50;0.00;-14.51
31.200;f_3.79;16.96;0.00;41.47
31.200;f_1.80;28.54;0.00;-30.43
31.200;f_1.77;21.82;0.00;-22.07
31.200;f_2.87;44.03;0.00;22.48
31.200;f_1.78;26.11;0.00;-17.79
31.200;f_1.74;20.93;0.00;2.60
31.200;f_1.79;25.18;0.00;-25.00
31.200;f_3.78;17.18;0.00;33.90
31.200;f_3.81;11.66;0.00;53.28
31.200;f_3.80;16.64;0.00;48.41
31.300;f_0.0;38.54;-0.04;17.07
31.300;f_1.75;21.32;0.00;-6.11
31.300;f_3.77;17.60;0.00;25.14
31.300;f_1.76;21.47;0.00;-14.39
31.300;f_3.79;17.00;0.00;41.35
31.300;f_1.80;28.54;0.00;-30.43
31.300;f_1.77;21.80;0.00;-22.03
31.300;f_2.87;43.07;0.00;22.46
31.300;f_1.78;26.11;0.00;-17.79
31.300;f_1.74;20.87;0.00;3.01
31.300;f_1.79;25.18;0.00;-25.00
31.300;f_3.78;17.20;0.00;33.65
31.300;f_3.81;11.66;0.00;53.28
31.300;f_3.80;16.66;0.00;48.37
31.400;f_0.0;38.54;-0.04;17.07
31.400;f_1.75;21.31;0.00;-5.86
31.400;f_3.77;17.67;0.00;24.71
31.400;f_1.76;21.43;0.00;-14.25
31.400;f_3.79;17.04;0.00;41.22
31.400;f_1.80;28.54;0.00;-30.43
31.400;f_1.77;21.77;0.00;-21.98
31.400;f_2.87;42.16;0.00;22.45
31.400;f_1.78;26.11;0.00;-17.79
31.400;f_1.74;20.80;0.00;3.44
31.400;f_1.79;25.18;0.00;-25.00
31.400;f_3.78;17.23;0.00;33.38
31.400;f_3.81;11.66;0.00;53.28
31.400;f_3.80;16.69;0.00;48.33
31.500;f_0.0;38.54;-0.04;17.07
31.500;f_1.75;21.29;0.00;-5.58
31.500;f_3.77;17.76;0.00;24.25
31.500;f_1.76;21.40;0.00;-14.10
31.500;f_3.79;17.08;0.00;41.06
31.500;f_1.80;28.54;0.00;-30.43
31.500;f_1.77;21.74;0.00;-21.92
31.500;f_2.87;41.30;0.00;22.43
31.500;f_1.78;26.11;0.00;-17.79
31.500;f_1.74;20.71;0.00;3.89
31.500;f_1.79;25.18;0.00;-25.00
31.500;f_3.78;17.25;0.00;33.09
31.500;f_3.81;11.66;0.00;53.28
31.500;f_3.80;16.73;0.00;48.27
31.600;f_0.0;38.54;-0.04;17.07
31.600;f_1.75;21.28;0.00;-5.30
31.600;f_3.77;17.85;0.00;23.77
31.600;f_1.76;21.36;0.00;-13.94
31.600;f_3.79;17.13;0.00;40.89
31.600;f_1.80;28.54;0.00;-30.43
31.600;f_1.77;21.71;0.00;-21.86
31.600;f_2.87;40.48;0.00;22.42
31.600;f_1.78;26.11;0.00;-17.79
31.600;f_1.74;20.62;0.00;4.38
31.600;f_1.79;25.18;0.00;-25.00
31.600;f_3.78;17.27;0.00;32.78
31.600;f_3.81;11.66;0.00;53.28
31.600;f_3.80;16.77;0.00;48.20
31.700;f_0.0;38.54;-0.04;17.07
31.700;f_1.75;21.26;0.00;-5.00
31.700;f_3.77;17.95;0.00;23.27
31.700;f_1.76;21.33;0.00;-13.76
31.700;f_3.79;17.17;0.00;40.69
31.700;f_1.80;28.54;0.00;-30.43
31.700;f_1.77;21.67;0.00;-21.78
31.700;f_2.87;39.71;0.00;22.40
31.700;f_1.78;26.11;0.00;-17.79
31.700;f_1.74;20.52;0.00;4.88
31.700;f_1.79;25.18;0.00;-25.00
31.700;f_3.78;17.30;0.00;32.45
31.700;f_3.81;11.66;0.00;53.28
31.700;f_3.80;16.81;0.00;48.12
31.800;f_0.0;38.54;-0.04;17.07
31.800;f_1.75;21.25;0.00;-4.68
31.800;f_3.77;18.06;0.00;22.74
31.800;f_1.76;21.29;0.00;-13.57
31.800;f_3.79;17.22;0.00;40.49
31.800;f_1.80;28.54;0.00;-30.43
31.800;f_1.77;21.63;0.00;-21.68
31.800;f_2.87;38.99;0.00;22.39
31.800;f_1.78;26.11;0.00;-17.79
31.800;f_1.74;20.41;0.00;5.41
31.800;f_1.79;25.18;0.00;-25.00
31.800;f_3.78;17.32;0.00;32.10
31.800;f_3.81;11.66;0.00;53.28
31.800;f_3.80;16.86;0.00;48.03
