timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
0.000;f_0.0;44.10;-0.04;18.57
0.000;f_1.75;21.45;0.00;-7.83
0.000;f_3.77;17.14;0.00;28.84
0.000;f_1.76;21.64;0.00;-15.04
0.000;f_3.79;16.75;0.00;41.97
0.000;f_1.77;23.17;0.00;-22.67
0.000;f_2.81;56.14;0.00;22.71
0.000;f_2.82;67.49;0.00;22.92
0.000;f_1.78;27.40;0.00;-30.56
0.000;f_1.74;21.23;0.00;-0.65
0.000;f_2.80;26.44;0.00;34.20
0.000;f_3.78;16.95;0.00;35.40
0.000;f_3.81;11.66;0.00;53.30
0.000;f_3.80;15.06;0.00;48.51
0.100;f_0.0;43.69;-0.04;18.23
0.100;f_1.75;21.45;0.00;-7.83
0.100;f_3.77;17.14;0.00;28.84
0.100;f_1.76;21.64;0.00;-15.03
0.100;f_3.79;16.75;0.00;41.97
0.100;f_1.77;23.19;0.00;-22.62
0.100;f_2.81;55.72;0.00;22.70
0.100;f_2.82;67.08;0.00;22.91
0.100;f_1.78;27.30;0.00;-30.58
0.100;f_1.74;21.23;0.00;-0.65
0.100;f_2.80;26.43;0.00;35.04
0.100;f_3.78;16.95;0.00;35.40
0.100;f_3.81;11.66;0.00;53.30
0.100;f_3.80;15.08;0.00;48.52
0.200;f_0.0;43.28;-0.04;17.88
0.200;f_1.75;21.45;0.00;-7.83
0.200;f_3.77;17.14;0.00;28.84
0.200;f_1.76;21.65;0.00;-15.03
0.200;f_3.79;16.75;0.00;41.97
0.200;f_1.77;23.20;0.00;-22.58
0.200;f_2.81;55.28;0.00;22.69
0.200;f_2.82;66.67;0.00;22.91
0.200;f_1.78;27.20;0.00;-30.60
0.200;f_1.74;21.23;0.00;-0.65
0.200;f_2.80;26.42;0.00;35.90
0.200;f_3.78;16.95;0.00;35.40
0.200;f_3.81;11.66;0.00;53.30
0.200;f_3.80;15.12;0.00;48.54
0.300;f_0.0;42.87;-0.04;17.54
0.300;f_1.75;21.45;0.00;-7.83
0.300;f_3.77;17.14;0.00;28.84
0.300;f_1.76;21.65;0.00;-15.03
0.300;f_3.79;16.75;0.00;41.97
0.300;f_1.77;23.21;0.00;-22.54
0.300;f_2.81;54.82;0.00;22.68
0.300;f_2.82;66.25;0.00;22.90
0.300;f_1.78;27.10;0.00;-30.62
0.300;f_1.74;21.23;0.00;-0.65
0.300;f_2.80;26.40;0.00;36.78
0.300;f_3.78;16.95;0.00;35.40
0.300;f_3.81;11.66;0.00;53.29
0.300;f_3.80;15.16;0.00;48.55
0.400;f_0.0;42.45;-0.04;17.21
0.400;f_1.75;21.45;0.00;-7.83
0.400;f_3.77;17.14;0.00;28.84
0.400;f_1.76;21.65;0.00;-15.03
0.400;f_3.79;16.75;0.00;41.97
0.400;f_1.77;23.22;0.00;-22.50
0.400;f_2.81;54.34;0.00;22.67
0.400;f_2.82;65.81;0.00;22.89
0.400;f_1.78;27.01;0.00;-30.63
0.400;f_1.74;21.23;0.00;-0.65
0.400;f_2.80;26.39;0.00;37.68
0.400;f_3.78;16.95;0.00;35.40
0.400;f_3.81;11.66;0.00;53.29
0.400;f_3.80;15.21;0.00;48.58
0.500;f_0.0;41.98;-0.04;16.93
0.500;f_1.75;21.45;0.00;-7.83
0.500;f_3.77;17.14;0.00;28.84
0.500;f_1.76;21.65;0.00;-15.02
0.500;f_3.79;16.75;0.00;41.97
0.500;f_1.77;23.24;0.00;-22.47
0.500;f_2.81;53.85;0.00;22.67
0.500;f_2.82;65.36;0.00;22.88
0.500;f_1.78;26.91;0.00;-30.65
0.500;f_1.74;21.23;0.00;-0.65
0.500;f_2.80;26.37;0.00;38.61
0.500;f_3.78;16.95;0.00;35.40
0.500;f_3.81;11.66;0.00;53.29
0.500;f_3.80;15.27;0.00;48.60
0.600;f_0.0;41.47;-0.04;16.74
0.600;f_1.75;21.45;0.00;-7.83
0.600;f_3.77;17.14;0.00;28.84
0.600;f_1.76;21.65;0.00;-15.02
0.600;f_3.79;16.75;0.00;41.97
0.600;f_1.77;23.25;0.00;-22.44
0.600;f_2.81;53.34;0.00;22.66
0.600;f_2.82;64.89;0.00;22.87
0.600;f_1.78;26.81;0.00;-30.67
0.600;f_1.74;21.23;0.00;-0.65
0.600;f_2.80;26.35;0.00;39.55
0.600;f_3.78;16.95;0.00;35.40
0.600;f_3.81;11.66;0.00;53.29
0.600;f_3.80;15.34;0.00;48.63
0.700;f_0.0;40.91;-0.04;16.65
0.700;f_1.75;21.45;0.00;-7.83
0.700;f_3.77;17.14;0.00;28.84
0.700;f_1.76;21.65;0.00;-15.02
0.700;f_3.79;16.75;0.00;41.97
0.700;f_1.77;23.26;0.00;-22.41
0.700;f_2.81;52.80;0.00;22.65
0.700;f_2.82;64.42;0.00;22.86
0.700;f_1.78;26.71;0.00;-30.67
0.700;f_1.74;21.23;0.00;-0.65
0.700;f_2.80;26.33;0.00;40.52
0.700;f_2.83;71.72;0.00;23.00
0.700;f_3.78;16.95;0.00;35.40
0.700;f_3.81;11.66;0.00;53.29
0.700;f_3.80;15.41;0.00;48.67
0.800;f_0.0;40.35;-0.04;16.63
0.800;f_1.75;21.45;0.00;-7.83
0.800;f_3.77;17.14;0.00;28.84
0.800;f_1.76;21.65;0.00;-15.02
0.800;f_3.79;16.75;0.00;41.97
0.800;f_1.77;23.27;0.00;-22.38
0.800;f_2.81;52.24;0.00;22.64
0.800;f_2.82;63.93;0.00;22.85
0.800;f_1.78;26.60;0.00;-30.65
0.800;f_1.74;21.23;0.00;-0.65
0.800;f_2.80;26.31;0.00;41.51
0.800;f_2.83;71.70;0.00;23.00
0.800;f_3.78;16.95;0.00;35.40
0.800;f_3.81;11.66;0.00;53.29
0.800;f_3.80;15.50;0.00;48.71
0.900;f_0.0;39.80;-0.04;16.60
0.900;f_1.75;21.45;0.00;-7.83
0.900;f_3.77;17.14;0.00;28.84
0.900;f_1.76;21.65;0.00;-15.02
0.900;f_3.79;16.75;0.00;41.96
0.900;f_1.77;23.28;0.00;-22.36
0.900;f_2.81;51.66;0.00;22.62
0.900;f_2.82;63.43;0.00;22.84
0.900;f_1.78;26.48;0.00;-30.60
0.900;f_1.74;21.23;0.00;-0.65
0.900;f_2.80;26.28;0.00;42.51
0.900;f_2.83;71.65;0.00;23.00
0.900;f_3.78;16.95;0.00;35.40
0.900;f_3.81;11.66;0.00;53.29
0.900;f_3.80;15.59;0.00;48.75
1.000;f_0.0;39.25;-0.04;16.60
1.000;f_1.75;21.45;0.00;-7.83
1.000;f_3.77;17.14;0.00;28.84
1.000;f_1.76;21.66;0.00;-15.02
1.000;f_3.79;16.75;0.00;41.96
1.000;f_1.77;23.29;0.00;-22.34
1.000;f_2.81;51.06;0.00;22.61
1.000;f_2.82;62.91;0.00;22.84
1.000;f_1.78;26.43;0.00;-30.50
1.000;f_1.74;21.23;0.00;-0.65
1.000;f_2.80;26.26;0.00;43.53
1.000;f_2.83;71.58;0.00;23.00
1.000;f_3.78;16.95;0.00;35.40
1.000;f_3.81;11.66;0.00;53.29
1.000;f_3.80;15.67;0.00;48.78
1.100;f_0.0;38.70;-0.04;16.68
1.100;f_1.75;21.45;0.00;-7.83
1.100;f_3.77;17.14;0.00;28.84
1.100;f_1.76;21.66;0.00;-15.01
1.100;f_3.79;16.75;0.00;41.96
1.100;f_1.77;23.30;0.00;-22.32
1.100;f_2.81;50.43;0.00;22.60
1.100;f_2.82;62.37;0.00;22.83
1.100;f_1.78;26.39;0.00;-30.37
1.100;f_1.74;21.23;0.00;-0.65
1.100;f_2.80;26.23;0.00;44.56
1.100;f_2.83;71.49;0.00;23.00
1.100;f_3.78;16.95;0.00;35.40
1.100;f_3.81;11.66;0.00;53.29
1.100;f_3.80;15.76;0.00;48.82
1.200;f_0.0;38.16;-0.04;16.78
1.200;f_1.75;21.45;0.00;-7.83
1.200;f_3.77;17.14;0.00;28.84
1.200;f_1.76;21.66;0.00;-15.01
1.200;f_3.79;16.75;0.00;41.96
1.200;f_1.77;23.30;0.00;-22.30
1.200;f_2.81;49.79;0.00;22.59
1.200;f_2.82;61.82;0.00;22.81
1.200;f_1.78;26.35;0.00;-30.22
1.200;f_1.74;21.23;0.00;-0.65
1.200;f_2.80;26.21;0.00;45.62
1.200;f_2.83;71.37;0.00;22.99
1.200;f_3.78;16.95;0.00;35.40
1.200;f_3.81;11.66;0.00;53.29
1.200;f_3.80;15.85;0.00;48.85
1.300;f_0.0;37.64;-0.04;16.84
1.300;f_1.75;21.45;0.00;-7.83
1.300;f_3.77;17.14;0.00;28.84
1.300;f_1.76;21.66;0.00;-15.01
1.300;f_3.79;16.75;0.00;41.96
1.300;f_1.77;23.31;0.00;-22.29
1.300;f_2.81;49.14;0.00;22.58
1.300;f_2.82;61.26;0.00;22.80
1.300;f_1.78;26.30;0.00;-30.05
1.300;f_1.74;21.23;0.00;-0.65
1.300;f_2.80;26.18;0.00;46.70
1.300;f_2.83;71.23;0.00;22.99
1.300;f_3.78;16.95;0.00;35.40
1.300;f_3.81;11.66;0.00;53.29
1.300;f_3.80;15.94;0.00;48.88
1.400;f_0.0;37.13;-0.04;16.83
1.400;f_1.75;21.45;0.00;-7.83
1.400;f_3.77;17.14;0.00;28.84
1.400;f_1.76;21.66;0.00;-15.01
1.400;f_3.79;16.75;0.00;41.96
1.400;f_1.77;23.32;0.00;-22.27
1.400;f_2.81;48.46;0.00;22.56
1.400;f_2.82;60.68;0.00;22.79
1.400;f_1.78;26.25;0.00;-29.86
1.400;f_1.74;21.23;0.00;-0.65
1.400;f_2.80;26.15;0.00;47.79
1.400;f_2.83;71.07;0.00;22.99
1.400;f_3.78;16.95;0.00;35.40
1.400;f_3.81;11.66;0.00;53.28
1.400;f_3.80;16.02;0.00;48.91
1.500;f_0.0;36.63;-0.04;16.77
1.500;f_1.75;21.45;0.00;-7.83
1.500;f_3.77;17.14;0.00;28.84
1.500;f_1.76;21.66;0.00;-15.01
1.500;f_3.79;16.75;0.00;41.96
1.500;f_1.77;23.33;0.00;-22.26
1.500;f_2.81;47.76;0.00;22.55
1.500;f_2.82;60.09;0.00;22.78
1.500;f_1.78;26.20;0.00;-29.65
1.500;f_1.74;21.23;0.00;-0.65
1.500;f_2.80;26.12;0.00;48.91
1.500;f_2.83;70.89;0.00;22.98
1.500;f_3.78;16.95;0.00;35.40
1.500;f_3.81;11.66;0.00;53.28
1.500;f_3.80;16.09;0.00;48.92
1.600;f_0.0;36.16;-0.04;16.70
1.600;f_1.75;21.45;0.00;-7.83
1.600;f_3.77;17.14;0.00;28.84
1.600;f_1.76;21.66;0.00;-15.01
1.600;f_3.79;16.75;0.00;41.96
1.600;f_1.77;23.33;0.00;-22.25
1.600;f_2.81;47.04;0.00;22.54
1.600;f_2.82;59.47;0.00;22.77
1.600;f_1.78;26.16;0.00;-29.42
1.600;f_1.74;21.23;0.00;-0.65
1.600;f_2.80;26.09;0.00;50.05
1.600;f_2.83;70.68;0.00;22.98
1.600;f_3.78;16.95;0.00;35.40
1.600;f_3.81;11.66;0.00;53.28
1.600;f_3.80;16.16;0.00;48.93
1.700;f_0.0;35.78;-0.04;16.64
1.700;f_1.75;21.45;0.00;-7.83
1.700;f_3.77;17.14;0.00;28.84
1.700;f_1.76;21.66;0.00;-15.01
1.700;f_3.79;16.75;0.00;41.96
1.700;f_1.77;23.34;0.00;-22.24
1.700;f_2.81;46.29;0.00;22.52
1.700;f_2.82;58.84;0.00;22.76
1.700;f_1.78;26.11;0.00;-29.17
1.700;f_1.74;21.23;0.00;-0.65
1.700;f_2.80;26.06;0.00;51.21
1.700;f_2.83;70.45;0.00;22.98
1.700;f_3.78;16.95;0.00;35.40
1.700;f_3.81;11.66;0.00;53.28
1.700;f_3.80;16.21;0.00;48.93
1.800;f_0.0;35.46;-0.04;16.60
1.800;f_1.75;21.45;0.00;-7.83
1.800;f_3.77;17.14;0.00;28.84
1.800;f_1.76;21.66;0.00;-15.01
1.800;f_3.79;16.75;0.00;41.96
1.800;f_1.77;23.35;0.00;-22.23
1.800;f_2.81;45.53;0.00;22.51
1.800;f_2.82;58.19;0.00;22.75
1.800;f_1.78;26.06;0.00;-28.89
1.800;f_1.74;21.23;0.00;-0.65
1.800;f_2.80;26.03;0.00;52.38
1.800;f_2.83;70.21;0.00;22.97
1.800;f_3.78;16.95;0.00;35.40
1.800;f_3.81;11.66;0.00;53.28
1.800;f_3.80;16.27;0.00;48.93
1.900;f_0.0;35.20;-0.04;16.60
1.900;f_1.75;21.45;0.00;-7.83
1.900;f_3.77;17.14;0.00;28.84
1.900;f_1.76;21.66;0.00;-15.01
1.900;f_3.79;16.75;0.00;41.96
1.900;f_1.77;23.35;0.00;-22.22
1.900;f_2.81;44.76;0.00;22.50
1.900;f_2.82;57.51;0.00;22.73
1.900;f_1.78;26.01;0.00;-28.59
1.900;f_1.74;21.23;0.00;-0.65
1.900;f_2.80;26.00;0.00;53.57
1.900;f_2.83;69.95;0.00;22.97
1.900;f_3.78;16.95;0.00;35.40
1.900;f_3.81;11.66;0.00;53.28
1.900;f_3.80;16.32;0.00;48.92
2.000;f_0.0;34.99;-0.04;16.63
2.000;f_1.75;21.45;0.00;-7.83
2.000;f_3.77;17.14;0.00;28.84
2.000;f_1.76;21.66;0.00;-15.01
2.000;f_3.79;16.75;0.00;41.96
2.000;f_1.77;23.36;0.00;-22.21
2.000;f_2.81;43.96;0.00;22.48
2.000;f_2.82;56.83;0.00;22.72
2.000;f_1.78;25.97;0.00;-28.27
2.000;f_1.74;21.23;0.00;-0.65
2.000;f_2.80;25.96;0.00;54.77
2.000;f_2.83;69.66;0.00;22.96
2.000;f_3.78;16.95;0.00;35.40
2.000;f_3.81;11.66;0.00;53.28
2.000;f_3.80;16.36;0.00;48.91
2.100;f_0.0;34.84;-0.04;16.63
2.100;f_1.75;21.45;0.00;-7.83
2.100;f_3.77;17.14;0.00;28.84
2.100;f_1.76;21.66;0.00;-15.01
2.100;f_3.79;16.75;0.00;41.96
2.100;f_1.77;23.36;0.00;-22.21
2.100;f_2.81;43.15;0.00;22.47
2.100;f_2.82;56.13;0.00;22.71
2.100;f_1.78;25.93;0.00;-27.93
2.100;f_1.74;21.23;0.00;-0.65
2.100;f_2.80;25.93;0.00;56.00
2.100;f_2.83;69.37;0.00;22.96
2.100;f_3.78;16.95;0.00;35.40
2.100;f_3.81;11.66;0.00;53.28
2.100;f_3.80;16.39;0.00;48.90
2.200;f_0.0;34.75;-0.04;16.62
2.200;f_1.75;21.45;0.00;-7.83
2.200;f_3.77;17.14;0.00;28.84
2.200;f_1.76;21.66;0.00;-15.01
2.200;f_3.79;16.75;0.00;41.96
2.200;f_1.77;23.34;0.00;-22.21
2.200;f_2.81;42.33;0.00;22.45
2.200;f_2.82;55.43;0.00;22.70
2.200;f_1.78;25.89;0.00;-27.56
2.200;f_1.74;21.23;0.00;-0.65
2.200;f_2.80;25.89;0.00;57.24
2.200;f_2.83;69.05;0.00;22.95
2.200;f_3.78;16.95;0.00;35.40
2.200;f_3.81;11.66;0.00;53.28
2.200;f_3.80;16.42;0.00;48.88
2.300;f_0.0;34.72;-0.04;16.62
2.300;f_1.75;21.45;0.00;-7.83
2.300;f_3.77;17.14;0.00;28.84
2.300;f_1.76;21.66;0.00;-15.01
2.300;f_3.79;16.75;0.00;41.96
2.300;f_1.77;23.32;0.00;-22.21
2.300;f_2.81;41.48;0.00;22.43
2.300;f_2.82;54.70;0.00;22.68
2.300;f_1.78;25.85;0.00;-27.16
2.300;f_1.74;21.23;0.00;-0.65
2.300;f_2.83;68.72;0.00;22.94
2.300;f_3.78;16.95;0.00;35.40
2.300;f_3.81;11.66;0.00;53.28
2.300;f_3.80;16.44;0.00;48.85
2.400;f_0.0;34.73;-0.04;16.62
2.400;f_1.75;21.45;0.00;-7.83
2.400;f_3.77;17.14;0.00;28.84
2.400;f_1.76;21.66;0.00;-15.01
2.400;f_3.79;16.75;0.00;41.96
2.400;f_1.77;23.29;0.00;-22.22
2.400;f_2.81;40.61;0.00;22.42
2.400;f_2.82;53.95;0.00;22.67
2.400;f_1.78;25.82;0.00;-26.74
2.400;f_1.74;21.23;0.00;-0.65
2.400;f_2.83;68.36;0.00;22.94
2.400;f_3.78;16.95;0.00;35.40
2.400;f_3.81;11.66;0.00;53.28
2.400;f_3.80;16.46;0.00;48.82
2.500;f_0.0;34.80;-0.04;16.63
2.500;f_1.75;21.45;0.00;-7.83
2.500;f_3.77;17.14;0.00;28.84
2.500;f_1.76;21.67;0.00;-15.01
2.500;f_3.79;16.75;0.00;41.96
2.500;f_1.77;23.25;0.00;-22.24
2.500;f_2.81;39.72;0.00;22.40
2.500;f_2.82;53.17;0.00;22.65
2.500;f_1.78;25.79;0.00;-26.29
2.500;f_1.74;21.23;0.00;-0.65
2.500;f_2.83;67.98;0.00;22.93
2.500;f_3.78;16.95;0.00;35.40
2.500;f_3.81;11.66;0.00;53.28
2.500;f_3.80;16.47;0.00;48.79
2.600;f_0.0;34.92;-0.04;16.65
2.600;f_1.75;21.45;0.00;-7.83
2.600;f_3.77;17.14;0.00;28.84
2.600;f_1.76;21.67;0.00;-15.01
2.600;f_3.79;16.75;0.00;41.96
2.600;f_1.77;23.20;0.00;-22.25
2.600;f_2.81;38.81;0.00;22.38
2.600;f_2.82;52.38;0.00;22.64
2.600;f_1.78;25.77;0.00;-25.82
2.600;f_1.74;21.23;0.00;-0.65
2.600;f_2.83;67.59;0.00;22.92
2.600;f_3.78;16.95;0.00;35.40
2.600;f_3.81;11.66;0.00;53.28
2.600;f_3.80;16.47;0.00;48.76
2.700;f_0.0;35.10;-0.04;16.67
2.700;f_1.75;21.45;0.00;-7.83
2.700;f_3.77;17.14;0.00;28.84
2.700;f_1.76;21.67;0.00;-15.01
2.700;f_3.79;16.75;0.00;41.96
2.700;f_1.77;23.14;0.00;-22.27
2.700;f_2.81;37.88;0.00;22.37
2.700;f_2.82;51.57;0.00;22.62
2.700;f_1.78;25.75;0.00;-25.33
2.700;f_1.74;21.23;0.00;-0.65
2.700;f_2.83;67.18;0.00;22.92
2.700;f_3.78;16.95;0.00;35.40
2.700;f_3.81;11.66;0.00;53.28
2.700;f_3.80;16.48;0.00;48.74
2.800;f_0.0;35.33;-0.04;16.69
2.800;f_1.75;21.45;0.00;-7.83
2.800;f_3.77;17.14;0.00;28.84
2.800;f_1.76;21.67;0.00;-15.01
2.800;f_3.79;16.75;0.00;41.96
2.800;f_1.77;23.07;0.00;-22.30
2.800;f_2.81;36.94;0.00;22.35
2.800;f_2.82;50.74;0.00;22.61
2.800;f_1.78;25.73;0.00;-24.82
2.800;f_1.74;21.23;0.00;-0.65
2.800;f_2.83;66.75;0.00;22.91
2.800;f_3.78;16.95;0.00;35.40
2.800;f_3.81;11.66;0.00;53.28
2.800;f_3.80;16.49;0.00;48.72
2.900;f_0.0;35.58;-0.04;16.72
2.900;f_1.75;21.45;0.00;-7.83
2.900;f_3.77;17.14;0.00;28.84
2.900;f_1.76;21.67;0.00;-15.01
2.900;f_3.79;16.75;0.00;41.96
2.900;f_1.77;22.99;0.00;-22.33
2.900;f_2.81;36.03;0.00;22.33
2.900;f_2.82;49.89;0.00;22.59
2.900;f_1.78;25.72;0.00;-24.33
2.900;f_1.74;21.23;0.00;-0.65
2.900;f_2.83;66.31;0.00;22.90
2.900;f_3.78;16.95;0.00;35.40
2.900;f_3.81;11.66;0.00;53.28
2.900;f_3.80;16.50;0.00;48.70
3.000;f_0.0;35.85;-0.04;16.76
3.000;f_1.75;21.45;0.00;-7.83
3.000;f_3.77;17.14;0.00;28.84
3.000;f_1.76;21.67;0.00;-15.01
3.000;f_3.79;16.75;0.00;41.96
3.000;f_1.77;22.90;0.00;-22.36
3.000;f_2.81;35.16;0.00;22.32
3.000;f_2.82;49.07;0.00;22.58
3.000;f_1.78;25.72;0.00;-23.85
3.000;f_1.74;21.23;0.00;-0.65
3.000;f_2.83;65.84;0.00;22.89
3.000;f_3.78;16.95;0.00;35.40
3.000;f_3.81;11.66;0.00;53.28
3.000;f_3.80;16.50;0.00;48.68
3.100;f_0.0;36.11;-0.04;16.79
3.100;f_1.75;21.45;0.00;-7.83
3.100;f_3.77;17.14;0.00;28.84
3.100;f_1.76;21.67;0.00;-15.01
3.100;f_3.79;16.75;0.00;41.96
3.100;f_1.77;22.81;0.00;-22.39
3.100;f_2.81;34.34;0.00;22.30
3.100;f_2.82;48.28;0.00;22.56
3.100;f_1.78;25.72;0.00;-23.40
3.100;f_1.74;21.23;0.00;-0.65
3.100;f_2.83;65.36;0.00;22.88
3.100;f_3.78;16.95;0.00;35.40
3.100;f_3.81;11.66;0.00;53.28
3.100;f_3.80;16.51;0.00;48.67
3.200;f_0.0;36.36;-0.04;16.82
3.200;f_1.75;21.45;0.00;-7.83
3.200;f_3.77;17.14;0.00;28.84
3.200;f_1.76;21.67;0.00;-15.01
3.200;f_3.79;16.75;0.00;41.96
3.200;f_1.77;22.72;0.00;-22.42
3.200;f_2.81;33.57;0.00;22.29
3.200;f_2.82;47.52;0.00;22.55
3.200;f_1.78;25.73;0.00;-22.96
3.200;f_1.74;21.23;0.00;-0.65
3.200;f_1.79;28.54;0.00;-30.45
3.200;f_2.83;64.85;0.00;22.87
3.200;f_3.78;16.95;0.00;35.40
3.200;f_3.81;11.66;0.00;53.28
3.200;f_3.80;16.51;0.00;48.65
3.300;f_0.0;36.57;-0.04;16.84
3.300;f_1.75;21.45;0.00;-7.83
3.300;f_3.77;17.14;0.00;28.84
3.300;f_1.76;21.67;0.00;-15.01
3.300;f_3.79;16.75;0.00;41.96
3.300;f_1.77;22.63;0.00;-22.45
3.300;f_2.81;32.85;0.00;22.27
3.300;f_2.82;46.79;0.00;22.53
3.300;f_1.78;25.74;0.00;-22.55
3.300;f_1.74;21.23;0.00;-0.65
3.300;f_1.79;28.53;0.00;-30.43
3.300;f_2.83;64.33;0.00;22.86
3.300;f_3.78;16.95;0.00;35.40
3.300;f_3.81;11.66;0.00;53.28
3.300;f_3.80;16.52;0.00;48.64
3.400;f_0.0;36.75;-0.04;16.86
3.400;f_1.75;21.45;0.00;-7.83
3.400;f_3.77;17.14;0.00;28.84
3.400;f_1.76;21.67;0.00;-15.01
3.400;f_3.79;16.75;0.00;41.96
3.400;f_1.77;22.54;0.00;-22.48
3.400;f_2.81;32.17;0.00;22.27
3.400;f_2.82;46.09;0.00;22.52
3.400;f_1.78;25.75;0.00;-22.16
3.400;f_1.74;21.23;0.00;-0.65
3.400;f_1.79;28.51;0.00;-30.43
3.400;f_2.83;63.79;0.00;22.85
3.400;f_3.78;16.95;0.00;35.40
3.400;f_3.81;11.66;0.00;53.28
3.400;f_3.80;16.52;0.00;48.63
3.500;f_0.0;36.92;-0.04;16.88
3.500;f_1.75;21.45;0.00;-7.83
3.500;f_3.77;17.14;0.00;28.84
3.500;f_1.76;21.67;0.00;-15.01
3.500;f_3.79;16.75;0.00;41.96
3.500;f_1.77;22.45;0.00;-22.50
3.500;f_2.81;31.50;0.00;22.29
3.500;f_2.82;45.41;0.00;22.51
3.500;f_1.78;25.76;0.00;-21.75
3.500;f_1.74;21.23;0.00;-0.65
3.500;f_1.79;28.49;0.00;-30.43
3.500;f_2.83;63.23;0.00;22.84
3.500;f_3.78;16.95;0.00;35.40
3.500;f_3.81;11.66;0.00;53.28
3.500;f_3.80;16.52;0.00;48.62
3.600;f_0.0;37.10;-0.04;16.90
3.600;f_1.75;21.45;0.00;-7.83
3.600;f_3.77;17.14;0.00;28.84
3.600;f_1.76;21.67;0.00;-15.01
3.600;f_3.79;16.75;0.00;41.96
3.600;f_1.77;22.37;0.00;-22.52
3.600;f_2.81;30.83;0.00;22.32
3.600;f_2.82;44.75;0.00;22.50
3.600;f_1.78;25.77;0.00;-21.36
3.600;f_1.74;21.23;0.00;-0.65
3.600;f_1.79;28.45;0.00;-30.43
3.600;f_2.83;62.64;0.00;22.83
3.600;f_3.78;16.95;0.00;35.40
3.600;f_3.81;11.66;0.00;53.28
3.600;f_3.80;16.53;0.00;48.61
3.700;f_0.0;37.26;-0.04;16.92
3.700;f_1.75;21.45;0.00;-7.83
3.700;f_3.77;17.14;0.00;28.84
3.700;f_1.76;21.67;0.00;-15.01
3.700;f_3.79;16.75;0.00;41.96
3.700;f_1.77;22.29;0.00;-22.54
3.700;f_2.81;30.16;0.00;22.38
3.700;f_2.82;44.09;0.00;22.48
3.700;f_1.78;25.79;0.00;-20.99
3.700;f_1.74;21.23;0.00;-0.65
3.700;f_1.79;28.40;0.00;-30.43
3.700;f_2.83;62.03;0.00;22.82
3.700;f_3.78;16.95;0.00;35.40
3.700;f_3.81;11.66;0.00;53.28
3.700;f_3.80;16.53;0.00;48.60
3.800;f_0.0;37.41;-0.04;16.94
3.800;f_1.75;21.45;0.00;-7.83
3.800;f_3.77;17.14;0.00;28.84
3.800;f_1.76;21.67;0.00;-15.01
3.800;f_3.79;16.75;0.00;41.96
3.800;f_1.77;22.23;0.00;-22.55
3.800;f_2.81;29.51;0.00;22.49
3.800;f_2.82;43.42;0.00;22.47
3.800;f_1.78;25.80;0.00;-20.63
3.800;f_1.74;21.23;0.00;-0.65
3.800;f_1.79;28.34;0.00;-30.44
3.800;f_2.83;61.40;0.00;22.81
3.800;f_3.78;16.95;0.00;35.40
3.800;f_3.81;11.66;0.00;53.28
3.800;f_3.80;16.53;0.00;48.59
3.900;f_0.0;37.56;-0.04;16.96
3.900;f_1.75;21.45;0.00;-7.83
3.900;f_3.77;17.14;0.00;28.84
3.900;f_1.76;21.67;0.00;-15.01
3.900;f_3.79;16.75;0.00;41.96
3.900;f_1.77;22.17;0.00;-22.55
3.900;f_2.81;28.92;0.00;22.83
3.900;f_2.82;42.75;0.00;22.46
3.900;f_1.78;25.81;0.00;-20.30
3.900;f_1.74;21.23;0.00;-0.65
3.900;f_1.79;28.27;0.00;-30.44
3.900;f_2.83;60.75;0.00;22.79
3.900;f_3.78;16.95;0.00;35.40
3.900;f_3.81;11.66;0.00;53.28
3.900;f_3.80;16.54;0.00;48.58
4.000;f_0.0;37.70;-0.04;16.98
4.000;f_1.75;21.45;0.00;-7.83
4.000;f_3.77;17.14;0.00;28.84
4.000;f_1.76;21.67;0.00;-15.01
4.000;f_3.79;16.75;0.00;41.96
4.000;f_1.77;22.12;0.00;-22.54
4.000;f_2.81;28.37;0.00;23.21
4.000;f_2.82;42.09;0.00;22.45
4.000;f_1.78;25.83;0.00;-19.99
4.000;f_1.74;21.23;0.00;-0.65
4.000;f_1.79;28.19;0.00;-30.45
4.000;f_2.83;60.08;0.00;22.78
4.000;f_3.78;16.95;0.00;35.40
4.000;f_3.81;11.66;0.00;53.28
4.000;f_3.80;16.54;0.00;48.58
4.100;f_0.0;37.83;-0.04;16.99
4.100;f_1.75;21.45;0.00;-7.83
4.100;f_3.77;17.14;0.00;28.84
4.100;f_1.76;21.67;0.00;-15.01
4.100;f_3.79;16.75;0.00;41.96
4.100;f_1.77;22.07;0.00;-22.53
4.100;f_2.81;27.91;0.00;23.70
4.100;f_2.82;41.42;0.00;22.43
4.100;f_1.78;25.84;0.00;-19.70
4.100;f_1.74;21.23;0.00;-0.65
4.100;f_1.79;28.10;0.00;-30.46
4.100;f_2.83;59.39;0.00;22.77
4.100;f_3.78;16.95;0.00;35.40
4.100;f_3.81;11.66;0.00;53.28
4.100;f_3.80;16.54;0.00;48.57
4.200;f_0.0;37.96;-0.04;17.01
4.200;f_1.75;21.45;0.00;-7.83
4.200;f_3.77;17.14;0.00;28.84
4.200;f_1.76;21.67;0.00;-15.01
4.200;f_3.79;16.75;0.00;41.96
4.200;f_1.77;22.03;0.00;-22.53
4.200;f_2.81;27.54;0.00;24.31
4.200;f_2.82;40.75;0.00;22.42
